New Internal ID	Year	Genus	Species	Serovar	Source (site)	Source (national)	ST	Plasmids	Ceftriaxone CRO (R≤ 19)	Meropenem (R≤ 19)	Ampicillin (R≤ 13)	Gentamicin (R≤ 12)	Ciprofloxacin (R≤ 21)	Tetracycline (R≤ 11)	Chloramphenicol (R≥ 32 )	Colistin  (≥ 4) 	Trimethoprim-Sulfamethoxazole ( ≥4)	Amoxicillin-clavulanic acid -Amoclan (≥32/16)	Azithromycin (≥32)	Nalidixic acid (≥32)	Aminoglycoside	triclosan	fosfomycin	peptide antibiotic	Glycopeptide	nucleoside antibiotic, disinfecting agents and antiseptics	fluoroquinolone antibiotic	elfamycin antibiotic	nitroimidazole antibiotic	cephalosporin, penam	cephalosporin, cephamycin, penam	aminoglycoside antibiotic, aminocoumarin antibiotic	fluoroquinolone antibiotic, tetracycline antibiotic	macrolide antibiotic, fluoroquinolone antibiotic, penam	tetracycline antibiotic, benzalkonium chloride, rhodamine	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, cephamycin, penam, tetracycline antibiotic	macrolide antibiotic, aminoglycoside antibiotic, cephalosporin, tetracycline antibiotic, peptide antibiotic, rifamycin antibiotic	fluoroquinolone antibiotic, cephalosporin, glycylcycline, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan	fluoroquinolone antibiotic, monobactam, carbapenem, cephalosporin, glycylcycline, cephamycin, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan, penem	monobactam, cephalosporin, penam, penem	Tetracycline	  Disinfectant            	Sulphonamide	cephalosporin	Beta-lactam   	Acridine dye, disinfecting agents and intercalating dyes	Macrolide, Lincosamide and streptogramin B 	Phenicol 	diaminopyrimidine antibiotic	macrolide	aminocoumarin antibiotic	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics
SAL_202304_334	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	19	IncI1-I(Alpha)	<1 S 	<0.25 S 	<0.25 S	<1 S 	1 S 	>16 R 	16 S 	1 S 	>512 R	<2 S 	64 R	64 R	AAC(6')-Iy, kdpE, aadA5	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	Escherichia coli mdfA	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation										dfrA17								
SAL_202304_335	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	19	IncFII(29), IncI1-I(Alpha)	<1 S 	<0.25 S	<0.25 S	<1 S 	1 S 	>16 R 	8 S 	8 R	>512 R	<2 S 	16 S 	16 S 	AAC(6')-Iaa, kdpE, aadA5	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	Escherichia coli mdfA	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation				sul2						dfrA17								
SAL_202304_336	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	<1 S 	<0.25 S	6 R	>16 R 	19 R 	>16 R 	128 R	2 S 	512 R	32 R	64 R 	>512 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202304_337	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S 	<0.25 S	<0.25 S	>16 R	1 S 	>16 R 	64 R 	2 S 	>512 R	<2 S 	64 R 	>512 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202304_338	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	<1 S 	<0.25 S	<0.25 S	<1 S 	1 S 	>16 R 	16 S 	1 S 	>512 R	<2 S 	16 S 	>512 R 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202304_339	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S 	<0.25 S 	6 R	>16 R 	1 S 	>16 R 	64 R	1 S 	>512 R	32 R	64 R 	>512 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202307_340	2023	Salmonella	Enterica	Albany 	Human stool	Lebanon	1818	-	<1 S	<0.25 S	<0.25 S	<1 S 	1 S 	<1 S 	32 R 	8 R	<20 S 	>32 R 	>512 R 	<2 S 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202307_341	2023	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	Col(BS512), IncB/O/K/Z, IncI1-I(Alpha)	>64 R 	<0.25 S	>32 R 	>16 R 	>16 R 	<1 S 	32 R 	1 S 	<20 S 	>128 R 	>512 R 	4 R 	AAC(6')-Iaa, kdpE, aadA5	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,  QnrS1		msbA	CTX-M-15	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation				sul2			qacEdelta1			dfrA1								
SAL_202307_342	2023	Salmonella	Enterica	Paratyphi A 	Human stool	Lebanon	129	-	>64 R 	<0.25 S	>32 R 	>16 R	1 S 	2 S 	32 R	8 R 	<20 S 	<8 S 	64 R	>32 R 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	-	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	-	rsmA	-	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202307_343	2023	Salmonella	Enterica	Albany 	Human stool	Lebanon	1818	-	<1 S 	<0.25 S	<2 S 	<1 S 	1 S 	<1 S 	64 R	2 S 	<20 S 	>32 R 	16 S 	<2 S 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202307_344	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S)	<1 S 	<0.25 S 	>32 R 	>16 R 	1 S 	>16 R 	32 R 	2 S 	>512 R	>128 R 	64 R 	>32 R 	AAC(6')-Iaa, AAC(3)-IIe,APH(3'')-Ib,APH(6)-Id, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (B), tet R 		sul2				Inu (G)										
SAL_202307_345	2023	Salmonella	Enterica	Saintpaul	Human stool	Lebanon	509	IncFII(S)	<1 S 	<0.25 S	<2 S 	>16 R 	<0.25 S 	<1 S 	32 R	8 R	>512 R	16 R 	16 S 	8 S 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK	EF-Tu mutants 	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	 mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202309_346	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S 	<0.25 S	<2 S 	>16 R	<0.25 S 	<1 S 	64 R	0.5 S	>512 R	<2 S	32 R	>512 R	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202309_347	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<1 S	<0.25 S	>32 R 	>16 R 	1 S 	>16 R 	32 R	0.5 S	>512 R 	32 R	32 R	>512 R 	AAC(6')-Iaa, AAC(3)-IIe,APH(3'')-Ib,APH(6)-Id, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 	-	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (B), tet R 																
SAL_202309_348	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	19	IncFIB(S), IncFII(S)	<1 S 	<0.25 S 	<2 S 	>16 R	<0.25 S 	>16 R 	16 S	0.5 S 	>512 R	<2 S 	32 R	32 R	AAC(6')-Iaa, APH(3'')-Ib,APH(6)-Id, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	 MdtK	-	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	Escherichia coli mdfA	-	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation		 tet (A)		sul2														
SAL_202309_349	2023	Salmonella	Enterica	Koessen	Human stool	Lebanon	48	IncFII(S)	<1 S	<0.25 S 	<2 S 	>16 R	<0.25 S 	<1 S 	32 R 	0.5 S	>512 R	<2 S 	32 R 	8 S 	AAC(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202310_350	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1  S	<0.25 S 	<2 S 	<1 S 	<0.25 S 	<1 S 	64 R	<0.25 S 	>512 R 	<8 S 	2 S	>32 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202310_351	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S	<0.25 S 	<2 S 	>16 R 	<0.25 S 	<1 S 	32 R	<0.25 S 	>512 R 	<8 S 	4 S	>32 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202311_352	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	<1 S	<0.25 S 	<2 S 	>16 R 	<0.25 S 	<1 S 	16 S	16 R 	<20 S 	<8 S 	2 S	>32 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202311_353	2023	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S), IncFII(S)	>64 R 	>16 R 	>32 R 	>16 R 	>4 R 	>16 R 	32 R 	2 S 	80 R 	>128 R 	2 S 	>32 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202312_354	2023	Salmonella	Enterica	Kentucky	Human stool	Lebanon	198	-	<1 S 	<0.25 S 	<2 S 	>16 R 	<0.25 S 	<1 S 	32 R 	8 R	<20 S 	<8 S 	1 S	4 S 	AAC(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202312_355	2023	Salmonella	Enterica	Kentucky 	Human stool	Lebanon	198	-	>64 R 	<0.25 S 	>32 R 	>16 R 	>4 R 	<1 S 	32 R	<0.25 S 	<20 S 	>128 R 	1 S	<2 S 	AAC(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202312_356	2023	Salmonella	Enterica	Kentucky	Human stool	Lebanon	198	-	>64 R 	<0.25 S 	>32 R 	>16 R 	>4 R 	>16 R 	64 R	<0.25 S 	<20 S 	>128 R 	>512 R 	>32 R 	AAC(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA, parC		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-247	 tet (A)			CTX-M-55						Mrx, mphA							
SAL_202312_357	2023	Salmonella	Enterica	Kentucky	Human stool	Lebanon	198	-	<1 S	<0.25 S 	>32 R 	>16 R	1 S 	>16 R 	32 R 	<0.25 S 	<20 S 	>128 R 	>512 R 	>32 R 	AAC(6')-Iaa, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA, parC		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-247	 tet (A)			CTX-M-55						Mrx, mphA							
SAL_202312_358	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<1 S	<0.25 S 	>32 R 	>16 R 	1 S 	>16 R 	>512 R 	<0.25 S 	<20 S 	>128 R 	1 S	>32 R 	AAC(6')-Iaa, AAC(3)-IIe,APH(3'')-Ib,APH(6)-Id, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (B), tet R 		sul2				Inu (G)										
SAL_202312_359	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<1 S	<0.25 S 	>32 R 	>16 R	1 S 	>32 R 	>512 R 	<0.25 S 	<20 S 	>128 R 	<0.5 S	>16 R 	AAC(6')-Iaa, AAC(3)-IIe,APH(3'')-Ib,APH(6)-Id, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (B), tet R 		sul2				Inu (G)										
SAL_202312_360	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<1 S 	<0.25 S	>32 R 	>16 R 	1 S 	>16 R 	>512 R 	<0.25 S 	<20 S 	>128 R 	4 S	>32 R 	AAC(6')-Iaa, AAC(3)-IIe,APH(3'')-Ib,APH(6)-Id, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (B), tet R 		sul2				Inu (G)										
SAL_202312_361	2023	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<1 S 	<0.25 S	>32 R 	>16 R 	1 S 	>16 R 	>512 R 	<0.25 S 	<20 S 	>128 R 	16 S	>32 R 	AAC(6')-Iaa, AAC(3)-IIe,APH(3'')-Ib,APH(6)-Id, kdpE		 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	mdsB, mdsA, golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (B), tet R 		sul2				Inu (G)										
SAL_202402_362	2024	Salmonella	Enterica	Livingstone	Human stool	Lebanon	543	Col(pHAD28)		<1 S 	<0.25 S 	2 S 	1 R 	0.25 S 	1 S 	128 R 	8 R	20 S 	8 R 	64 R 	4 S 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	-	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																	
SAL_202402_363	2024	Salmonella	Enterica	Infantis	Chicken	Lebanon	32	IncFIB(pN55391)	1 S 	0.25 S 	>32 R 	>16 R 	0.5 S 	>16 R 	>512 R 	1 S 	20 S 	>128 R 	8 S 	>32 R 	AAC(6')-Iy, kdpE, aadA5, APH(6)-Id, APH(3'')-Ib,AAC(3)-Iic	-	-	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (A)		sul1														
SAL_202402_364	2024	Salmonella	Enterica	Anatum	Human stool	Lebanon	64	-	1 S 	<0.25 S 	2 S 	1 R 	<0.25 S 	1 S 	256 R 	1 S 	20 S 	8 R 	64 R 	8 S 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202402_365	2024	Salmonella	Enterica	Infantis	Human stool	Lebanon	32	IncFIB(pN55391)	1 S 	0.25 S 	2 S 	1 R 	<0.25 S 	1 S 	128 R 	0.5 S 	<20 S 	8 R 	128 R 	2 S 	AAC(6')-Iy, kdpE, aadA5, APH(6)-Id, APH(3'')-LB, AAC(3)-Iic	-	-	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	 tet (A)		sul1				Erm(42)										
SAL_202402_366	2024	Salmonella	Enterica	Enteritidis	Fish 	Lebanon	11	IncFII(S)	1 S 	0.25 S 	2 S 	1 R 	0.25 S 	1 S 	128 R 	1 S 	20 S 	8 R 	4 S 	>32 R 	AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202402_367	2024	Salmonella	Enterica	Infantis	Chicken	Lebanon	32	IncFIB(pN55391), Col440I	1 S 	0.25 S 	2 S 	1 R 	0.25 S 	16 R	128 R 	<0.25 S 	20 S 	8 R 	8 S 	32 R	AAC(6')-Iy, aadA, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK,gyrA 		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation		 tet (A)		sul1			qacEdelta1											
SAL_202402_368	2024	Salmonella	Enterica	Anatum	Chicken	Lebanon	64	-	1 S 	0.25 S 	2 S 	1 R 	0.25 S 	1 S 	64 R	2 S	20 S 	8 R 	8 S 	2 S 	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF,ArnT	vanG	leuO	emrB, emrR, MdtK		msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
